Entity1|Entity2
242188|297721
166628|277650
110340|230891
135452|243780
55216|87512
22530|178988
204277|298571
236109|277964
91389|230916
210653|293633
255079|276379
230267|238579
135923|204678
2710|251176
92571|132794
85082|230086
65981|242646
136449|160995
198971|214698
142793|158733
167109|237753
22681|166428
67857|86910
9757|190563
211482|224861
9288|229496
166812|262309
90643|292791
155430|158415
173483|232920
4294|119729
109627|290139
204545|276370
79606|160259
54802|121809
210838|278336
160111|294181
90963|266210
122774|247538
72289|243298
261397|276182
129964|175066
61816|63937
42362|105846
78908|218208
136234|178928
72583|218907
17507|71680
23865|68198
91031|260548
103911|240294
223600|267668
41018|217391
2527|266433
92753|117627
2752|247759
22767|159339
191691|294497
78685|236668
2853|239369
122521|268501
2185|294834
142225|205933
211560|218449
27966|252121
147939|255942
104231|213510
84476|280543
33832|289628
59197|281522
59586|249236
43048|48988
216985|292507
261231|290178
11181|72458
111691|118611
147445|296844
53116|261952
141448|270253
142838|154883
15014|278612
54961|108838
78685|236866
35743|130981
211013|263925
41749|156782
42428|100426
15815|212164
66449|203910
154197|260749
46349|299359
204663|266698
85784|171935
217612|240480
54318|162218
34133|264609
48584|113740
4312|118374
85201|220307
90837|276816
10441|133968
85974|156154
148768|186957
15360|249974
123122|218524
78787|228385
224003|234394
59272|275219
35924|116050
66087|233857
55093|97818
59164|284221
14855|291925
27953|253320
160969|222891
198504|253648
103615|264727
154400|243812
136093|190486
29030|163924
54830|119646
48788|96852
117206|185247
22308|197581
84915|244002
11770|23678
72767|203729
41616|167978
217684|234112
8839|266997
123938|151110
61620|80544
185997|243174
122477|272375
205390|205918
35768|129049
217844|220814
23725|80065
236374|255723
223310|291476
136736|137454
22700|165147
198584|246552
21840|236465
135919|205236
9852|182942
110288|235491
148999|168254
161710|161834
28782|184581
46549|282873
129412|221014
78774|229600
248914|263541
153897|286009
23819|72221
23650|86249
30510|41149
42519|92994
167074|240914
79148|198584
10679|114289
61207|114836
40105|293336
60265|193025
42826|67496
23283|116727
123456|191171
8471|297600
148986|169240
92022|178588
104032|230480
167828|178244
78047|289910
34697|218035
180081|209827
4272|121815
24361|27335
223275|294434
111240|156493
116155|272844
223551|271530
154439|240944
29931|89319
255089|275239
55389|73381
174070|184418
261522|265609
85816|169368
236058|281971
72802|200942
223851|246596
117163|189204
66111|232024
116704|227098
161623|168896
280142|293176
67238|138660
